precision,recall,f1-score,accuary
77.895050645,77.574364082,77.52390254900001,81.809937815
83.748331205,78.363338021,80.610859593,83.885314974
72.15345990200001,77.393518519,74.33624413000001,79.66505216099999
78.51165084700001,75.730211753,76.227423712,80.945859112
82.240439691,81.09110798500001,80.90766824500002,84.112439183
                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    
